artifactType,artifactLabel,domain,competencyLabel,difficulty,priority,candidateCount,sampleQuestionIds,artifactBrief,generationPrompt
"source-comparison-pack","Source comparison / version evidence","D1","Core AI concepts","applied","high","2","NH-CORE-GENERAL-D1-CORE-CONCEPTS-APPLIED-02; NH-CORE-GENERAL-D1-CORE-CONCEPTS-APPLIED-05","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D1","Core AI concepts","proficient","high","2","NH-CORE-GENERAL-D1-CORE-CONCEPTS-PROFICIENT-02; NH-CORE-GENERAL-D1-CORE-CONCEPTS-PROFICIENT-05","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D1","Core AI concepts","advanced","high","2","NH-CORE-GENERAL-D1-CORE-CONCEPTS-ADVANCED-02; NH-CORE-GENERAL-D1-CORE-CONCEPTS-ADVANCED-05","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D1","Generative AI mechanics","awareness","high","2","NH-CORE-GENERAL-D1-GENAI-MECHANICS-AWARENESS-02; NH-CORE-GENERAL-D1-GENAI-MECHANICS-AWARENESS-05","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D1","Generative AI mechanics","applied","high","2","NH-CORE-GENERAL-D1-GENAI-MECHANICS-APPLIED-02; NH-CORE-GENERAL-D1-GENAI-MECHANICS-APPLIED-05","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"workflow-trace","Workflow / agent trace","D1","Core AI concepts","applied","high","2","NH-CORE-GENERAL-D1-CORE-CONCEPTS-APPLIED-01; NH-CORE-GENERAL-D1-CORE-CONCEPTS-APPLIED-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D1","Core AI concepts","advanced","high","2","NH-CORE-GENERAL-D1-CORE-CONCEPTS-ADVANCED-01; NH-CORE-GENERAL-D1-CORE-CONCEPTS-ADVANCED-06","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D2","Prompt design","awareness","medium","2","NH-CORE-GENERAL-D2-PROMPT-DESIGN-AWARENESS-06; NH-FUNCTION-GENERAL-D2-PROMPT-DESIGN-AWARENESS-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D2","Prompt design","applied","high","2","NH-CORE-GENERAL-D2-PROMPT-DESIGN-APPLIED-06; NH-FUNCTION-GENERAL-D2-PROMPT-DESIGN-APPLIED-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","ROI and measurement","awareness","high","2","NH-CORE-GENERAL-D5-ROI-METRICS-AWARENESS-06; NH-FUNCTION-GENERAL-D5-ROI-METRICS-AWARENESS-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","ROI and measurement","applied","high","2","NH-CORE-GENERAL-D5-ROI-METRICS-APPLIED-06; NH-FUNCTION-GENERAL-D5-ROI-METRICS-APPLIED-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","ROI and measurement","proficient","high","2","NH-CORE-GENERAL-D5-ROI-METRICS-PROFICIENT-06; NH-FUNCTION-GENERAL-D5-ROI-METRICS-PROFICIENT-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D5","ROI and measurement","advanced","high","2","NH-CORE-GENERAL-D5-ROI-METRICS-ADVANCED-06; NH-FUNCTION-GENERAL-D5-ROI-METRICS-ADVANCED-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D6","Human-AI role clarity","awareness","medium","2","NH-CORE-GENERAL-D6-ROLE-CLARITY-AWARENESS-06; NH-FUNCTION-GENERAL-D6-ROLE-CLARITY-AWARENESS-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"workflow-trace","Workflow / agent trace","D6","Human-AI role clarity","proficient","high","2","NH-CORE-GENERAL-D6-ROLE-CLARITY-PROFICIENT-06; NH-FUNCTION-GENERAL-D6-ROLE-CLARITY-PROFICIENT-01","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"communication-thread","Email / chat / ticket thread","D1","Core AI concepts","awareness","high","1","NH-CORE-GENERAL-D1-CORE-CONCEPTS-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Core AI concepts","applied","medium","1","NH-CORE-GENERAL-D1-CORE-CONCEPTS-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Core AI concepts","advanced","high","1","NH-CORE-GENERAL-D1-CORE-CONCEPTS-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Generative AI mechanics","awareness","medium","1","NH-CORE-GENERAL-D1-GENAI-MECHANICS-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Generative AI mechanics","applied","medium","1","NH-CORE-GENERAL-D1-GENAI-MECHANICS-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Generative AI mechanics","proficient","medium","1","NH-CORE-GENERAL-D1-GENAI-MECHANICS-PROFICIENT-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Capability boundaries","awareness","high","1","NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Capability boundaries","applied","high","1","NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","Capability boundaries","advanced","medium","1","NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D1","AI systems literacy","advanced","high","1","NH-CORE-GENERAL-D1-AI-SYSTEMS-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Tool selection and integration","awareness","high","1","NH-CORE-GENERAL-D2-TOOL-SELECTION-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Tool selection and integration","applied","high","1","NH-CORE-GENERAL-D2-TOOL-SELECTION-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Tool selection and integration","proficient","high","1","NH-CORE-GENERAL-D2-TOOL-SELECTION-PROFICIENT-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Agentic workflows","applied","medium","1","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Agentic workflows","proficient","medium","1","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Agentic workflows","advanced","high","1","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D3","Data and chart judgment","awareness","high","1","NH-CORE-GENERAL-D3-DATA-CHART-JUDGMENT-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D3","Data and chart judgment","applied","high","1","NH-CORE-GENERAL-D3-DATA-CHART-JUDGMENT-APPLIED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D3","Data and chart judgment","advanced","medium","1","NH-CORE-GENERAL-D3-DATA-CHART-JUDGMENT-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D5","ROI and measurement","awareness","medium","1","NH-CORE-GENERAL-D5-ROI-METRICS-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D5","ROI and measurement","proficient","medium","1","NH-CORE-GENERAL-D5-ROI-METRICS-PROFICIENT-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D5","Strategy and transformation","awareness","medium","1","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D5","Strategy and transformation","advanced","medium","1","NH-CORE-GENERAL-D5-TRANSFORMATION-STRATEGY-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D6","Learning and improvement loops","proficient","medium","1","NH-CORE-GENERAL-D6-LEARNING-LOOPS-PROFICIENT-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D6","Learning and improvement loops","advanced","medium","1","NH-CORE-GENERAL-D6-LEARNING-LOOPS-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D2","Output refinement","awareness","medium","1","NH-FUNCTION-PEOPLE-D2-OUTPUT-REFINEMENT-AWARENESS-02","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D3","Source and claim verification","awareness","medium","1","NH-FUNCTION-PEOPLE-D3-SOURCE-VERIFICATION-AWARENESS-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D3","Source and claim verification","advanced","medium","1","NH-FUNCTION-PEOPLE-D3-SOURCE-VERIFICATION-ADVANCED-04","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"communication-thread","Email / chat / ticket thread","D6","Change enablement","advanced","medium","1","NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-ADVANCED-01","Realistic email/chat/ticket thread with sender, dates, attachments, and ambiguous or risky claim highlighted.","Create a realistic business email, chat, or support-ticket thread with sender identity, timestamps, quoted prior message, attachment reference, and one risky ambiguity."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D1","Generative AI mechanics","applied","high","1","NH-CORE-GENERAL-D1-GENAI-MECHANICS-APPLIED-01","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D2","Tool selection and integration","awareness","high","1","NH-FUNCTION-FINANCE-D2-TOOL-SELECTION-AWARENESS-03","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D2","Tool selection and integration","applied","medium","1","NH-FUNCTION-FINANCE-D2-TOOL-SELECTION-APPLIED-03","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D2","Tool selection and integration","advanced","high","1","NH-FUNCTION-FINANCE-D2-TOOL-SELECTION-ADVANCED-03","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D3","Fraud and manipulation detection","advanced","medium","1","NH-EXECUTIVE-FINANCE-D3-FRAUD-DETECTION-ADVANCED-01","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"media-asset-review","Media / asset provenance evidence","D1","AI systems literacy","awareness","high","1","NH-EXECUTIVE-TRANSFORMATION-D1-AI-SYSTEMS-AWARENESS-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D1","AI systems literacy","proficient","high","1","NH-EXECUTIVE-TRANSFORMATION-D1-AI-SYSTEMS-PROFICIENT-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D1","AI systems literacy","advanced","high","1","NH-EXECUTIVE-TRANSFORMATION-D1-AI-SYSTEMS-ADVANCED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D2","Agentic workflows","awareness","high","1","NH-EXECUTIVE-TRANSFORMATION-D2-AGENTIC-WORKFLOWS-AWARENESS-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D2","Agentic workflows","applied","high","1","NH-EXECUTIVE-TRANSFORMATION-D2-AGENTIC-WORKFLOWS-APPLIED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D2","Agentic workflows","proficient","high","1","NH-EXECUTIVE-TRANSFORMATION-D2-AGENTIC-WORKFLOWS-PROFICIENT-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D4","Security and governance controls","proficient","high","1","NH-EXECUTIVE-TRANSFORMATION-D4-SECURITY-GOVERNANCE-PROFICIENT-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D4","Security and governance controls","advanced","high","1","NH-EXECUTIVE-TRANSFORMATION-D4-SECURITY-GOVERNANCE-ADVANCED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D5","Portfolio prioritization","awareness","high","1","NH-EXECUTIVE-TRANSFORMATION-D5-PORTFOLIO-PRIORITIZATION-AWARENESS-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D5","Portfolio prioritization","applied","high","1","NH-EXECUTIVE-TRANSFORMATION-D5-PORTFOLIO-PRIORITIZATION-APPLIED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D5","Portfolio prioritization","proficient","high","1","NH-EXECUTIVE-TRANSFORMATION-D5-PORTFOLIO-PRIORITIZATION-PROFICIENT-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D5","Portfolio prioritization","advanced","high","1","NH-EXECUTIVE-TRANSFORMATION-D5-PORTFOLIO-PRIORITIZATION-ADVANCED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D5","Strategy and transformation","applied","high","1","NH-EXECUTIVE-TRANSFORMATION-D5-TRANSFORMATION-STRATEGY-APPLIED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D5","Strategy and transformation","advanced","high","1","NH-EXECUTIVE-TRANSFORMATION-D5-TRANSFORMATION-STRATEGY-ADVANCED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D6","Change enablement","applied","high","1","NH-EXECUTIVE-TRANSFORMATION-D6-CHANGE-ENABLEMENT-APPLIED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D6","Change enablement","proficient","high","1","NH-EXECUTIVE-TRANSFORMATION-D6-CHANGE-ENABLEMENT-PROFICIENT-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"media-asset-review","Media / asset provenance evidence","D6","Change enablement","advanced","high","1","NH-EXECUTIVE-TRANSFORMATION-D6-CHANGE-ENABLEMENT-ADVANCED-01","Media review board showing image/asset, license terms, caption/source, and provenance checks.","Create a realistic media provenance review board with thumbnail, caption, source/date fields, license scope, detector result, and a highlighted mismatch."
"policy-excerpt","Policy / terms excerpt","D1","Core AI concepts","advanced","high","1","NH-CORE-GENERAL-D1-CORE-CONCEPTS-ADVANCED-08","Short policy or terms excerpt with version, scope, exception, owner, and approval/review route.","Create a realistic one-page policy excerpt with title, owner, effective date, scope, exception clause, approval route, and one visible applicability limit."
"security-audit-log","Security / access / audit evidence","D2","Prompt design","awareness","medium","1","NH-FUNCTION-GENERAL-D2-PROMPT-DESIGN-AWARENESS-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D2","Prompt design","applied","medium","1","NH-FUNCTION-GENERAL-D2-PROMPT-DESIGN-APPLIED-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D3","Source and claim verification","applied","high","1","NH-FUNCTION-GENERAL-D3-SOURCE-VERIFICATION-APPLIED-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D3","Source and claim verification","proficient","medium","1","NH-FUNCTION-GENERAL-D3-SOURCE-VERIFICATION-PROFICIENT-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D4","Data protection and privacy","awareness","medium","1","NH-FUNCTION-GENERAL-D4-DATA-PRIVACY-AWARENESS-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D4","Data protection and privacy","applied","high","1","NH-FUNCTION-GENERAL-D4-DATA-PRIVACY-APPLIED-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D5","Use-case evaluation","awareness","medium","1","NH-FUNCTION-GENERAL-D5-USECASE-FIT-AWARENESS-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D5","Use-case evaluation","proficient","high","1","NH-FUNCTION-GENERAL-D5-USECASE-FIT-PROFICIENT-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D5","Use-case evaluation","advanced","medium","1","NH-FUNCTION-GENERAL-D5-USECASE-FIT-ADVANCED-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D6","Human-AI role clarity","applied","medium","1","NH-FUNCTION-GENERAL-D6-ROLE-CLARITY-APPLIED-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D1","AI systems literacy","applied","medium","1","NH-FUNCTION-FINANCE-D1-AI-SYSTEMS-APPLIED-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"security-audit-log","Security / access / audit evidence","D1","AI systems literacy","proficient","medium","1","NH-FUNCTION-FINANCE-D1-AI-SYSTEMS-PROFICIENT-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
